address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
13 BREEZE KNOLL DR,07090,Westfield,2023-05-15,2023-07-13,70,2995000,2650000,-11.52,Single Family,garage,"listing_scrape,nj_records"
812 E BROAD ST,07090,Westfield,2023-06-07,2023-07-19,53,739000,740000,0.14,Single Family,,"listing_scrape,nj_records"
870 NORTH AVENUE W,07090,Westfield,2023-04-20,2023-07-20,96,599000,600000,0.17,Single Family,,"listing_scrape,nj_records"
123 ELIZABETH AVE,07090,Westfield,2023-05-08,2023-07-21,83,650000,756600,16.4,Single Family,,"listing_scrape,nj_records"
31 HAWTHORN DR,07090,Westfield,2023-06-22,2023-08-01,48,1299000,1410000,8.55,Single Family,garage,"listing_scrape,nj_records"
548 HORT ST,07090,Westfield,2023-05-17,2023-08-02,89,649000,730000,12.48,Single Family,,"listing_scrape,nj_records"
526 CORY PL,07090,Westfield,2023-05-10,2023-08-03,89,1300000,1600000,23.08,Single Family,,"listing_scrape,nj_records"
1023 COLUMBUS AVE,07090,Westfield,2023-07-04,2023-08-04,37,699000,700000,0.14,Single Family,,"listing_scrape,nj_records"
1009 COLUMBUS AVE,07090,Westfield,2023-06-23,2023-08-07,54,650000,630000,-3.08,Single Family,,"listing_scrape,nj_records"
27 CANTERBURY LA,07090,Westfield,2023-06-21,2023-08-08,54,1200000,1350000,12.5,Single Family,lot_sqft;garage,"listing_scrape,nj_records"
766 HYSLIP AVE,07090,Westfield,2023-06-24,2023-08-08,50,1525000,1700000,11.48,Single Family,,"listing_scrape,nj_records"
921 BOULEVARD,07090,Westfield,2023-07-03,2023-08-10,45,1750000,1800000,2.86,Single Family,,"listing_scrape,nj_records"
632 KENSINGTON DR,07090,Westfield,2023-06-21,2023-08-14,64,779000,831000,6.68,Single Family,,"listing_scrape,nj_records"
635 NORMAN PL,07090,Westfield,2023-06-14,2023-08-14,69,1499000,1525000,1.73,Single Family,year_built;garage,"listing_scrape,nj_records"
705 E BROAD ST,07090,Westfield,2023-06-23,2023-08-14,65,879000,879000,0.0,Single Family,garage,"listing_scrape,nj_records"
1249 BOULEVARD,07090,Westfield,2023-06-21,2023-08-15,60,969000,1200000,23.84,Single Family,garage,"listing_scrape,nj_records"
1240 RAHWAY AVE,07090,Westfield,2023-08-06,2023-09-08,42,729000,729000,0.0,Single Family,,"listing_scrape,nj_records"
111 PROSPECT ST - UNIT 2D,07090,Westfield,2023-07-28,2023-09-12,51,849000,840000,-1.06,Condo,,"listing_scrape,nj_records"
121 COTTAGE PL,07090,Westfield,2023-08-16,2023-09-21,43,575000,622000,8.17,Single Family,garage,"listing_scrape,nj_records"
105 DICKSON DR,07090,Westfield,2023-08-16,2023-10-10,60,1450000,1600191,10.36,Single Family,,"listing_scrape,nj_records"
1445 GRANDVIEW AVE,07090,Westfield,2023-09-08,2023-10-10,38,1595000,1600000,0.31,Single Family,lot_sqft;garage,"listing_scrape,nj_records"
1743 BOULEVARD,07090,Westfield,2023-08-18,2023-10-11,62,1599000,1640000,2.56,Single Family,garage,"listing_scrape,nj_records"
811 GRANDVIEW AVE,07090,Westfield,2023-09-07,2023-10-11,38,620000,696850,12.4,Single Family,year_built,"listing_scrape,nj_records"
16 SETTLERS LANE,07090,Westfield,2023-08-29,2023-10-12,50,1585000,1655000,4.42,Single Family,garage,"listing_scrape,nj_records"
1411 BOULEVARD,07090,Westfield,2023-08-25,2023-10-17,58,649000,675111,4.02,Single Family,,"listing_scrape,nj_records"
715 FAIRACRES AVE,07090,Westfield,2023-09-21,2023-10-18,35,1199000,1325000,10.51,Single Family,,"listing_scrape,nj_records"
934 IRVING AVE,07090,Westfield,2023-09-12,2023-10-20,43,699000,640000,-8.44,Single Family,,"listing_scrape,nj_records"
1320 OVERHILL ST,07090,Westfield,2023-09-29,2023-11-09,46,1395000,1427000,2.29,Single Family,,"listing_scrape,nj_records"
524 CHESTNUT ST N,07090,Westfield,2023-10-23,2023-11-16,36,799000,800000,0.13,Single Family,,"listing_scrape,nj_records"
435 SANDFORD AVE,07090,Westfield,2023-10-18,2023-11-22,39,1215000,1470000,20.99,Single Family,garage,"listing_scrape,nj_records"
245 DELAWARE ST,07090,Westfield,2023-10-18,2023-12-01,49,899000,1080000,20.13,Single Family,,"listing_scrape,nj_records"
526 WYCHWOOD ROAD,07090,Westfield,2023-09-01,2023-12-13,117,1375000,1355000,-1.45,Single Family,,"listing_scrape,nj_records"
244 SYLVANIA PLACE,07090,Westfield,2023-11-09,2023-12-19,48,1475000,1612500,9.32,Single Family,,"listing_scrape,nj_records"
9 DORIS PKWY,07090,Westfield,2023-11-08,2024-01-04,69,689000,714000,3.63,Single Family,,"listing_scrape,nj_records"
629 E BROAD ST,07090,Westfield,2023-10-13,2024-02-02,123,1299999,1300000,0.0,Single Family,,"listing_scrape,nj_records"
545 ELM ST,07090,Westfield,2024-01-18,2024-02-03,38,1200000,1285545,7.13,Single Family,sold_date,"listing_scrape,nj_records"
411 EUCLID AVE S,07090,Westfield,2023-11-10,2024-02-04,96,1499000,1636000,9.14,Single Family,,"listing_scrape,nj_records"
852 BOULEVARD,07090,Westfield,2024-01-25,2024-02-16,34,899900,1087000,20.79,Single Family,,"listing_scrape,nj_records"
1143 SOUTH AVENUE W,07090,Westfield,2024-01-18,2024-02-20,38,350000,420000,20.0,Single Family,,"listing_scrape,nj_records"
6 TUDOR OVAL,07090,Westfield,2024-01-26,2024-03-01,41,899000,1106500,23.08,Single Family,,"listing_scrape,nj_records"
55 CANTERBURY LA,07090,Westfield,2024-01-10,2024-03-11,69,1199000,1225000,2.17,Single Family,,"listing_scrape,nj_records"
305 ELM ST,07090,Westfield,2024-01-29,2024-03-13,52,899000,899000,0.0,Condo,,"listing_scrape,nj_records"
444 MOUNTAIN AVE,07090,Westfield,2024-02-08,2024-03-13,38,1099000,1112341,1.21,Single Family,,"listing_scrape,nj_records"
862 SUMMIT AVE,07090,Westfield,2024-03-01,2024-03-14,27,699900,885000,26.45,Single Family,year_built,"listing_scrape,nj_records"
5 FAULKNER DR,07090,Westfield,2024-01-26,2024-03-22,61,1899000,1879000,-1.05,Single Family,garage,"listing_scrape,nj_records"
764 WARREN ST,07090,Westfield,2023-10-22,2024-03-22,156,949000,1050250,10.67,Single Family,,"listing_scrape,nj_records"
919 CENTRAL AVE,07090,Westfield,2024-03-15,2024-03-24,13,699000,635000,-9.16,Single Family,,"listing_scrape,nj_records"
320 LIVINGSTON ST,07090,Westfield,2024-02-20,2024-04-03,50,739000,852000,15.29,Multi-Family,,"listing_scrape,nj_records"
215 PALSTED AVE,07090,Westfield,2024-03-02,2024-04-05,40,899000,980000,9.01,Condo,,"listing_scrape,nj_records"
9 BENNETT PL,07090,Westfield,2024-02-08,2024-04-08,70,1840000,1951000,6.03,Single Family,garage,"listing_scrape,nj_records"
716 BELVIDERE AVE,07090,Westfield,2024-02-27,2024-04-11,62,1095000,1226716,12.03,Single Family,,"listing_scrape,nj_records"
1137 SUMMIT AVE,07090,Westfield,2024-03-01,2024-04-19,55,1150000,1400000,21.74,Single Family,,"listing_scrape,nj_records"
523 COLEMAN PL,07090,Westfield,2024-03-12,2024-04-19,48,1700000,1802000,6.0,Single Family,garage,"listing_scrape,nj_records"
645 RAYMOND ST,07090,Westfield,2024-03-06,2024-04-25,54,975000,1125000,15.38,Single Family,,"listing_scrape,nj_records"
354 ORENDA CIR,07090,Westfield,2024-05-02,2024-06-05,40,1150000,1210000,5.22,Single Family,garage,"listing_scrape,nj_records"
235 SENECA PLACE,07090,Westfield,2024-05-03,2024-06-06,39,715000,869500,21.61,Single Family,,"listing_scrape,nj_records"
324 PROSPECT ST,07090,Westfield,2024-04-23,2024-06-07,50,1499000,1830000,22.08,Single Family,,"listing_scrape,nj_records"
784 LENAPE TRAIL,07090,Westfield,2024-03-15,2024-06-07,93,1725000,1785000,3.48,Single Family,,"listing_scrape,nj_records"
920 BOULEVARD,07090,Westfield,2024-04-10,2024-06-07,62,1150000,1300000,13.04,Single Family,,"listing_scrape,nj_records"
51 NORMANDY DR,07090,Westfield,2024-02-28,2024-06-12,110,2395000,2300000,-3.97,Single Family,garage,"listing_scrape,nj_records"
602 ROOSEVELT ST,07090,Westfield,2024-05-15,2024-06-14,34,650000,681000,4.77,Single Family,year_built,"listing_scrape,nj_records"
201 HARRISON AVE,07090,Westfield,2024-04-26,2024-06-17,58,949900,1075000,13.17,Single Family,,"listing_scrape,nj_records"
403 WASHINGTON ST,07090,Westfield,2024-04-24,2024-06-19,62,1299000,1468000,13.01,Single Family,,"listing_scrape,nj_records"
316 LAWRENCE AVE,07090,Westfield,2024-03-13,2024-06-20,105,1499000,1550000,3.4,Single Family,year_built;garage,"listing_scrape,nj_records"
785 LENAPE TRAIL,07090,Westfield,2024-03-18,2024-07-08,120,3495000,3500000,0.14,Single Family,garage,"listing_scrape,nj_records"
109 DUDLEY AVE W,07090,Westfield,2024-04-22,2024-07-10,85,1749000,1850000,5.77,Single Family,,"listing_scrape,nj_records"
628 KIMBALL AVE,07090,Westfield,2024-05-15,2024-07-10,62,875000,890000,1.71,Single Family,,"listing_scrape,nj_records"
111 PROSPECT ST - UNIT 1C,07090,Westfield,2024-02-14,2024-07-11,165,999000,989000,-1.0,Condo,,"listing_scrape,nj_records"
731 SCOTCH PLAINS AVE,07090,Westfield,2024-05-29,2024-07-11,47,1699000,2123000,24.96,Single Family,,"listing_scrape,nj_records"
21 STONELEIGH PARK,07090,Westfield,2024-05-09,2024-07-16,74,1575000,1580000,0.32,Single Family,,"listing_scrape,nj_records"
528 FIRST ST,07090,Westfield,2024-06-12,2024-07-18,42,879000,975000,10.92,Single Family,,"listing_scrape,nj_records"
261 ETON PL,07090,Westfield,2024-05-02,2024-07-19,82,989000,1151000,16.38,Single Family,,"listing_scrape,nj_records"
555 ALDEN AVE,07090,Westfield,2024-05-29,2024-07-22,62,1195000,1350000,12.97,Single Family,,"listing_scrape,nj_records"
133 SUMMIT COURT,07090,Westfield,2024-05-01,2024-07-23,88,989000,967500,-2.17,Single Family,garage,"listing_scrape,nj_records"
528 W BROAD ST,07090,Westfield,2024-06-09,2024-07-24,51,875000,900000,2.86,Single Family,,"listing_scrape,nj_records"
1041 WYCHWOOD ROAD,07090,Westfield,2024-06-27,2024-07-25,33,1599999,1614375,0.9,Single Family,garage,"listing_scrape,nj_records"
1 NORMANDY DR,07090,Westfield,2024-06-26,2024-08-05,61,1175000,1300000,10.64,Single Family,sold_date;garage,"listing_scrape,nj_records"
232 LINDEN AVE,07090,Westfield,2024-05-30,2024-08-07,73,999000,1250000,25.13,Single Family,,"listing_scrape,nj_records"
760 LAWRENCE AVE,07090,Westfield,2024-06-06,2024-08-07,70,1699900,1750000,2.95,Single Family,,"listing_scrape,nj_records"
725 CARLETON RD,07090,Westfield,2024-06-28,2024-08-14,61,949000,985000,3.79,Single Family,,"listing_scrape,nj_records"
231 LINDEN AVE,07090,Westfield,2024-05-08,2024-08-15,104,1639000,1600000,-2.38,Single Family,year_built,"listing_scrape,nj_records"
334 CANTERBURY RD,07090,Westfield,2024-07-16,2024-08-16,40,1270000,1330000,4.72,Single Family,,"listing_scrape,nj_records"
615 DORIAN ROAD,07090,Westfield,2024-07-24,2024-08-16,29,1095000,1300000,18.72,Single Family,,"listing_scrape,nj_records"
248 SYLVANIA PLACE,07090,Westfield,2024-06-19,2024-08-20,67,1699000,1805000,6.24,Single Family,year_built,"listing_scrape,nj_records"
717 HYSLIP AVE,07090,Westfield,2024-06-21,2024-08-21,66,2275000,2300000,1.1,Single Family,,"listing_scrape,nj_records"
850 SUMMIT AVE,07090,Westfield,2024-08-09,2024-09-04,30,424000,460000,8.49,Single Family,,"listing_scrape,nj_records"
10 PINE CT,07090,Westfield,2024-07-15,2024-09-11,69,1599000,1671000,4.5,Single Family,lot_sqft,"listing_scrape,nj_records"
1505 PINE GROVE AVE,07090,Westfield,2024-08-07,2024-09-16,49,1520000,1700000,11.84,Single Family,year_built,"listing_scrape,nj_records"
555 HILLCREST AVE,07090,Westfield,2024-07-10,2024-09-19,75,1350000,1471000,8.96,Single Family,,"listing_scrape,nj_records"
748 TAMAQUES WAY,07090,Westfield,2024-09-10,2024-10-10,37,850000,939000,10.47,Single Family,garage,"listing_scrape,nj_records"
694 WESTFIELD AVE,07090,Westfield,2024-10-03,2024-11-15,48,1200000,1200000,0.0,Single Family,,"listing_scrape,nj_records"
107 S Scotch Plains Ave,07090,Westfield,2024-10-18,2024-11-20,39,635000,720000,13.39,Single Family,,"listing_scrape,nj_records"
262 CLARK ST,07090,Westfield,2024-10-09,2024-11-22,48,1200000,1305000,8.75,Single Family,,"listing_scrape,nj_records"
452 GROVE ST W,07090,Westfield,2024-10-01,2024-12-08,75,749900,925000,23.35,Single Family,,"listing_scrape,nj_records"
749 BARRON AVE,07095,Woodbridge,2023-05-10,2023-07-13,68,399900,430000,7.53,Single Family,,"listing_scrape,nj_records"
48 ALWAT ST,07095,Woodbridge,2023-06-10,2023-07-26,50,409000,419000,2.44,Single Family,,"listing_scrape,nj_records"
508 MAPLE HILL DR,07095,Woodbridge,2023-05-13,2023-07-26,78,469000,438000,-6.61,Townhouse,,"listing_scrape,nj_records"
564 BAMFORD AVE,07095,Woodbridge,2023-06-16,2023-08-15,67,485000,482500,-0.52,Single Family,,"listing_scrape,nj_records"
186 EDGAR ST,07095,Woodbridge,2023-05-06,2023-08-16,113,599000,637000,6.34,Multi-Family,,"listing_scrape,nj_records"
592 GARDEN AVE,07095,Woodbridge,2023-07-25,2023-09-14,65,389900,400000,2.59,Single Family,,"listing_scrape,nj_records"
210 CRICKET LN,07095,Woodbridge,2023-06-24,2023-09-21,96,269000,265000,-1.49,Condo,,"listing_scrape,nj_records"
801 CRICKET LN,07095,Woodbridge,2023-09-07,2023-11-03,61,329000,322000,-2.13,Condo,,"listing_scrape,nj_records"
285-C ALPINE WAY,07095,Woodbridge,2023-09-25,2023-11-17,64,295000,290000,-1.69,Condo,,"listing_scrape,nj_records"
309 GRADY DR,07095,Woodbridge,2023-11-17,2023-12-15,41,550000,610000,10.91,Single Family,,"listing_scrape,nj_records"
840 ADELAIDE AVE,07095,Woodbridge,2023-10-19,2024-01-04,82,449900,470000,4.47,Single Family,,"listing_scrape,nj_records"
38 CLAYTON CT,07095,Woodbridge,2023-10-11,2024-01-05,99,579900,560000,-3.43,Single Family,,"listing_scrape,nj_records"
107 LOCKWOOD AVE,07095,Woodbridge,2023-11-22,2024-01-24,69,625000,705000,12.8,Single Family,,"listing_scrape,nj_records"
112 CHURCH ST,07095,Woodbridge,2023-12-05,2024-01-25,56,374900,425000,13.36,Single Family,,"listing_scrape,nj_records"
214 CRICKET LN,07095,Woodbridge,2024-02-05,2024-02-03,2,299000,295000,-1.34,Condo,,"listing_scrape,nj_records"
802 CRICKET LN,07095,Woodbridge,2024-01-13,2024-02-06,37,259000,280000,8.11,Condo,,"listing_scrape,nj_records"
730 CRICKET LN,07095,Woodbridge,2023-12-01,2024-02-08,81,244900,252000,2.9,Condo,,"listing_scrape,nj_records"
187 MAIN ST,07095,Woodbridge,2023-12-09,2024-03-06,101,699000,765000,9.44,Multi-Family,,"listing_scrape,nj_records"
209 MAWBEY ST,07095,Woodbridge,2023-10-19,2024-03-06,133,640000,655000,2.34,Single Family,,"listing_scrape,nj_records"
334 GRADY DR,07095,Woodbridge,2024-01-21,2024-03-14,59,549900,570000,3.66,Single Family,,"listing_scrape,nj_records"
305 MAPLE HILL DR,07095,Woodbridge,2024-02-18,2024-04-05,51,429000,441000,2.8,Condo,,"listing_scrape,nj_records"
728 CRICKET LN,07095,Woodbridge,2024-02-16,2024-04-12,66,260000,285000,9.62,Condo,,"listing_scrape,nj_records"
221 GROVE AVE,07095,Woodbridge,2024-03-05,2024-05-08,72,585000,627000,7.18,Single Family,,"listing_scrape,nj_records"
250 GROVE ST,07095,Woodbridge,2024-01-27,2024-05-14,113,400000,450000,12.5,Single Family,,"listing_scrape,nj_records"
187 SHERRY ST,07095,Woodbridge,2024-02-29,2024-05-22,88,449000,463000,3.12,Single Family,,"listing_scrape,nj_records"
415 REGENCY PL,07095,Woodbridge,2024-04-25,2024-06-03,44,339999,335000,-1.47,Condo,,"listing_scrape,nj_records"
132 CRICKET LN,07095,Woodbridge,2024-04-24,2024-07-01,74,275000,296000,7.64,Condo,,"listing_scrape,nj_records"
850 ADELAIDE AVE,07095,Woodbridge,2024-04-11,2024-07-29,94,479000,515000,7.52,Single Family,,"listing_scrape,nj_records"
1008 Maple Hill Dr Unit 1008,07095,Woodbridge,2024-07-25,2024-09-05,56,469000,495250,5.6,Condo Townhome Rowhome Coop,,"listing_scrape,nj_records"
525 LEONARD AVE,07095,Woodbridge,2024-06-05,2024-09-06,97,409900,440000,7.34,Single Family,,"listing_scrape,nj_records"
579 RIDGEDALE AVE,07095,Woodbridge,2024-07-17,2024-09-16,67,379000,455000,20.05,Multi-Family,,"listing_scrape,nj_records"
71 TRINITY LN,07095,Woodbridge,2024-07-27,2024-09-16,64,442000,460000,4.07,Single Family,,"listing_scrape,nj_records"
635 BARRON AVE,07095,Woodbridge,2024-08-15,2024-10-04,56,549000,575000,4.74,Single Family,,"listing_scrape,nj_records"
275 FULTON ST,07095,Woodbridge,2024-08-26,2024-10-11,59,569900,590000,3.53,Single Family,,"listing_scrape,nj_records"
136 WEDGEWOOD AVE,07095,Woodbridge,2024-09-06,2024-10-23,54,369900,420000,13.54,Single Family,,"listing_scrape,nj_records"
36 DOROTHY ST,07095,Woodbridge,2024-08-30,2024-10-23,60,489900,505000,3.08,Single Family,,"listing_scrape,nj_records"
61-A GOLDEN SQ,07095,Woodbridge,2024-08-24,2024-11-19,92,360000,365000,1.39,Condo,,"listing_scrape,nj_records"
143 STRATFORD DRIVE,07110,Nutley,2023-05-12,2023-07-14,69,495000,475000,-4.04,Condo,,"listing_scrape,nj_records"
273 HIGH STREET,07110,Nutley,2023-04-19,2023-07-19,98,529000,552000,4.35,Single Family,,"listing_scrape,nj_records"
41 HASTINGS AVENUE,07110,Nutley,2023-03-14,2023-07-21,135,560000,570000,1.79,Single Family,,"listing_scrape,nj_records"
460 River Rd Apt J,07110,Nutley,2023-06-12,2023-07-21,48,235000,261000,11.06,Condo,,"listing_scrape,nj_records"
1 BROOKWAY,07110,Nutley,2023-05-15,2023-07-25,76,629000,550000,-12.56,Single Family,,"listing_scrape,nj_records"
42 CONOVER AVENUE,07110,Nutley,2023-04-10,2023-07-25,90,465000,520000,11.83,Single Family,,"listing_scrape,nj_records"
75 GERARD ROAD,07110,Nutley,2023-07-02,2023-08-03,50,499000,560000,12.22,Single Family,,"listing_scrape,nj_records"
345 HILLSIDE AVENUE,07110,Nutley,2023-05-17,2023-08-07,89,595000,590000,-0.84,Single Family,,"listing_scrape,nj_records"
59 BEECH STREET,07110,Nutley,2023-06-02,2023-08-09,86,875000,875000,0.0,Single Family,,"listing_scrape,nj_records"
123 HILLSIDE AVENUE,07110,Nutley,2023-06-21,2023-08-11,56,550000,525000,-4.55,Single Family,,"listing_scrape,nj_records"
324 HIGH STREET,07110,Nutley,2023-05-10,2023-08-11,99,1299000,999000,-23.09,Single Family,sold_price;year_built,"listing_scrape,nj_records"
25 HARVARD STREET,07110,Nutley,2023-06-30,2023-08-18,58,464900,516000,10.99,Single Family,,"listing_scrape,nj_records"
4 LOCUST STREET,07110,Nutley,2023-07-26,2023-08-23,34,448888,560000,24.75,Single Family,,"listing_scrape,nj_records"
32 WESTON STREET,07110,Nutley,2023-06-20,2023-08-24,71,849999,885000,4.12,Single Family,,"listing_scrape,nj_records"
27 EVELYN PLACE,07110,Nutley,2023-08-08,2023-09-20,47,630000,630000,0.0,Single Family,,"listing_scrape,nj_records"
14 ACKERMAN STREET,07110,Nutley,2023-07-26,2023-10-05,81,499999,540000,8.0,Single Family,,"listing_scrape,nj_records"
108-110 Passaic Ave Unit A6,07110,Nutley,2023-04-24,2023-10-06,170,435000,461000,5.98,Condo,,"listing_scrape,nj_records"
452 River Rd Apt G,07110,Nutley,2023-08-11,2023-10-13,69,319000,354000,10.97,Condo,,"listing_scrape,nj_records"
155 NUTLEY AVENUE,07110,Nutley,2023-09-27,2023-11-06,54,685000,685000,0.0,Single Family,,"listing_scrape,nj_records"
126 BROOKLINE AVENUE,07110,Nutley,2023-09-26,2023-11-13,54,749000,825000,10.15,Multi-Family,,"listing_scrape,nj_records"
15 GLENDALE STREET,07110,Nutley,2023-08-27,2023-12-02,105,630000,620000,-1.59,Single Family,,"listing_scrape,nj_records"
11 RAVINE AVENUE,07110,Nutley,2023-11-16,2024-01-09,69,525000,565000,7.62,Single Family,,"listing_scrape,nj_records"
150 PAKE STREET,07110,Nutley,2024-01-17,2024-02-22,42,605000,654000,8.1,Single Family,,"listing_scrape,nj_records"
640 Franklin Ave Unit F2,07110,Nutley,2023-11-22,2024-03-01,104,219900,226000,2.77,Condo,,"listing_scrape,nj_records"
17 LOCUST STREET,07110,Nutley,2024-02-08,2024-03-06,45,499900,592000,18.42,Single Family,,"listing_scrape,nj_records"
18 ESSEX STREET,07110,Nutley,2023-12-08,2024-03-06,97,579900,560000,-3.43,Single Family,,"listing_scrape,nj_records"
110 SATTERTHWAITE AVENUE,07110,Nutley,2024-01-02,2024-03-08,75,725000,765000,5.52,Single Family,,"listing_scrape,nj_records"
51 STAGER STREET,07110,Nutley,2024-01-16,2024-03-20,68,999000,951000,-4.8,Single Family,,"listing_scrape,nj_records"
84 FISCHER AVENUE,07110,Nutley,2024-02-21,2024-04-18,64,625000,725000,16.0,Single Family,,"listing_scrape,nj_records"
6 TERRACE AVENUE,07110,Nutley,2024-03-21,2024-05-08,67,649000,760000,17.1,Single Family,,"listing_scrape,nj_records"
25 River Rd Apt C22,07110,Nutley,2024-04-01,2024-05-09,59,290000,310000,6.9,Condo,,"listing_scrape,nj_records"
152 NUTLEY AVENUE,07110,Nutley,2024-03-25,2024-06-03,76,600000,701000,16.83,Single Family,,"listing_scrape,nj_records"
109 River Rd Apt A1,07110,Nutley,2024-05-16,2024-06-19,42,269900,303333,12.39,Condo,,"listing_scrape,nj_records"
16 JACKSON STREET,07110,Nutley,2024-05-10,2024-07-01,67,449000,505000,12.47,Single Family,,"listing_scrape,nj_records"
305 WHITFORD AVENUE,07110,Nutley,2024-05-29,2024-07-01,61,794000,850000,7.05,Single Family,sold_date,"listing_scrape,nj_records"
37 GLENDALE STREET,07110,Nutley,2024-05-07,2024-07-02,61,430000,460000,6.98,Single Family,,"listing_scrape,nj_records"
146 SAN ANTONIO AVENUE,07110,Nutley,2024-05-02,2024-07-10,74,599000,612708,2.29,Single Family,,"listing_scrape,nj_records"
22 WILMINGTON DRIVE,07110,Nutley,2024-05-24,2024-07-11,60,850000,989000,16.35,Single Family,,"listing_scrape,nj_records"
18 HAZEL TERRACE,07110,Nutley,2024-05-14,2024-07-12,63,649000,750000,15.56,Single Family,,"listing_scrape,nj_records"
73 POVERSHON ROAD,07110,Nutley,2024-05-16,2024-07-23,74,629000,680000,8.11,Single Family,,"listing_scrape,nj_records"
32 EAST WHITE TERRACE,07110,Nutley,2024-07-18,2024-07-26,12,600000,550000,-8.33,Single Family,,"listing_scrape,nj_records"
118 COEYMAN AVENUE,07110,Nutley,2024-06-07,2024-08-01,60,519000,500000,-3.66,Single Family,year_built,"listing_scrape,nj_records"
25 WHARTON AVENUE,07110,Nutley,2024-06-04,2024-08-09,72,615000,700000,13.82,Single Family,,"listing_scrape,nj_records"
729 BLOOMFIELD AVENUE,07110,Nutley,2024-06-03,2024-08-15,83,649000,625000,-3.7,Single Family,,"listing_scrape,nj_records"
129 RUTGERS PLACE,07110,Nutley,2024-06-14,2024-08-20,74,765000,750000,-1.96,Single Family,year_built,"listing_scrape,nj_records"
70 MILTON AVENUE,07110,Nutley,2024-07-09,2024-08-21,47,689000,725000,5.22,Single Family,year_built,"listing_scrape,nj_records"
314 GRANT AVENUE,07110,Nutley,2024-05-02,2024-09-06,131,749900,785000,4.68,Single Family,,"listing_scrape,nj_records"
55 RIDGE ROAD,07110,Nutley,2024-07-17,2024-09-15,71,674000,742000,10.09,Single Family,,"listing_scrape,nj_records"
127 WILLIAM STREET,07110,Nutley,2024-08-14,2024-10-10,61,575000,585000,1.74,Single Family,,"listing_scrape,nj_records"
7 SYLVAN PLACE,07110,Nutley,2024-07-18,2024-10-10,101,749900,890000,18.68,Single Family,,"listing_scrape,nj_records"
15 GLENVIEW ROAD,07110,Nutley,2024-09-05,2024-10-23,55,625000,700000,12.0,Single Family,,"listing_scrape,nj_records"
224 HIDDEN GLEN COURT,07417,Franklin Lakes,2023-04-27,2023-07-03,75,845000,875000,3.55,Single Family,,"listing_scrape,nj_records"
301 FEATHER LANE,07417,Franklin Lakes,2023-06-05,2023-08-02,65,1949000,2000000,2.62,Single Family,,"listing_scrape,nj_records"
326 ROCK RIDGE COURT,07417,Franklin Lakes,2023-06-08,2023-08-21,81,1695000,1710000,0.88,Single Family,,"listing_scrape,nj_records"
20 HAZY GATE TERRACE,07417,Franklin Lakes,2023-07-20,2023-10-12,101,1837000,1837000,0.0,Condo,,"listing_scrape,nj_records"
927 OLD MILL ROAD,07417,Franklin Lakes,2023-09-21,2023-11-03,48,2275000,2385000,4.84,Single Family,,"listing_scrape,nj_records"
877 HIGH MOUNTAIN ROAD,07417,Franklin Lakes,2024-01-17,2024-03-01,70,996000,1070000,7.43,Single Family,sold_date,"listing_scrape,nj_records"
1032 DOGWOOD TRAIL,07417,Franklin Lakes,2024-02-27,2024-04-15,55,899000,999999,11.23,Single Family,,"listing_scrape,nj_records"
620 GRANDVIEW TERRACE,07417,Franklin Lakes,2024-04-09,2024-06-13,71,880000,1050000,19.32,Single Family,,"listing_scrape,nj_records"
645 JUNIPER PLACE,07417,Franklin Lakes,2024-05-16,2024-07-24,73,1100000,1201000,9.18,Single Family,,"listing_scrape,nj_records"
229 RAMAPO HILLS BLVD.,07417,Franklin Lakes,2024-08-07,2024-10-03,63,750000,760000,1.33,Single Family,lot_sqft,"listing_scrape,nj_records"
3 HEATHER LA.,07452,Glen Rock,2023-05-16,2023-07-03,56,1050000,1275000,21.43,Single Family,,"listing_scrape,nj_records"
360 HARRISTOWN RD.,07452,Glen Rock,2023-05-10,2023-08-11,97,825000,875000,6.06,Single Family,,"listing_scrape,nj_records"
118 GAYNOR PL.,07452,Glen Rock,2023-08-09,2023-09-08,46,1450000,1451000,0.07,Single Family,year_built,"listing_scrape,nj_records"
199 GRAMERCY PLACE,07452,Glen Rock,2023-07-11,2023-09-08,71,1095000,1100000,0.46,Single Family,,"listing_scrape,nj_records"
72 ROCK RD.,07452,Glen Rock,2023-08-01,2023-09-13,47,699000,950000,35.91,Single Family,,"listing_scrape,nj_records"
33 GOODVIET PL.,07452,Glen Rock,2023-08-20,2023-10-13,59,699900,750000,7.16,Single Family,,"listing_scrape,nj_records"
276 DOREMUS AVENUE,07452,Glen Rock,2023-08-26,2023-10-17,61,1879999,1870000,-0.53,Single Family,,"listing_scrape,nj_records"
309 HARRISTOWN RD.,07452,Glen Rock,2023-08-11,2023-10-19,74,625000,660000,5.6,Single Family,garage,"listing_scrape,nj_records"
575 PROSPECT ST.,07452,Glen Rock,2023-09-22,2023-12-15,97,1410000,1360000,-3.55,Single Family,lot_sqft;year_built,"listing_scrape,nj_records"
19 CHESTNUT DR.,07452,Glen Rock,2023-10-19,2024-01-03,83,1225000,1350000,10.2,Single Family,,"listing_scrape,nj_records"
502 PROSPECT ST.,07452,Glen Rock,2023-12-08,2024-03-01,110,1199000,1199000,0.0,Single Family,sold_date,"listing_scrape,nj_records"
